ID,BINTYPE,STREETNAME,COMMENTS,ASHTRAY,DIRECTION,X,Y,NEIGHBOURH,WARD,INSTALL
6,Derby Double Slimline,Rose Street 01,Outside Sainsbury Central,No,WB,0.00,0.00,CC,CC,
7,Neopolitan,South St David Street,Outside Jenners,Yes,SB,0.00,0.00,CC,CC,
8,Derby Double Slimline,Rose Street 02,Rear ot the Dome 17a,No,WB,0.00,0.00,CC,CC,
9,Derby Double Slimline,Rose Street 07,Outside Skipton Building Society at Frederick Street,No,WB,0.00,0.00,CC,CC,
11,Neopolitan,Frederick Street,Outside Cecil G,Yes,SB,0.00,0.00,CC,CC,
12,Neopolitan,Frederick Street,Outside Oasis at 14,Yes,NB,0.00,0.00,CC,CC,
13,Neopolitan,Frederick Street,Outside McColls,Yes,NB,0.00,0.00,CC,CC,
14,Neopolitan,Frederick Street,Outside number 26,Yes,NB,0.00,0.00,CC,CC,
16,Neopolitan,Frederick Street,Outside French Connection,Yes,SB,0.00,0.00,CC,CC,
17,Neopolitan,Frederick Street,Outside Garfunkels,Yes,SB,0.00,0.00,CC,CC,
19,Neopolitan,Hanover Street,Outside number 30,Yes,NB,0.00,0.00,CC,CC,
20,Neopolitan,Hanover Street,Yorkshire Building Society,Yes,NB,0.00,0.00,CC,CC,
24,Neopolitan,Hanover Street,Outside JJB,Yes,NB,0.00,0.00,CC,CC,
25,Derby Double Slimline,Rose Street 04,Outside Abbey Building Society,No,WB,0.00,0.00,CC,CC,
26,Derby Double Slimline,Rose Street 05,Outside TSB,No,WB,0.00,0.00,CC,CC,
27,Neopolitan,Hanover Street,Outside Ernest Jones,Yes,NB,0.00,0.00,CC,CC,
28,Derby Double Slimline,Rose Street 03,Rear of Marks and Spencer,Yes,WB,0.00,0.00,CC,CC,
29,Topsy,South St David Street,On corner of St Andrew Square,Yes,SB,0.00,0.00,CC,CC,
31,Neopolitan,St Andrew Square,Opposite Royal Bank at Gardens,Yes,SB,0.00,0.00,CC,CC,
34,Derby Standard,St Andrew Square,Outside North East gate to Gardens,Yes,SB,0.00,0.00,CC,CC,
35,Brunel,St Andrew Square,Outside Portaloo,Yes,SB,0.00,0.00,CC,CC,
36,Topsy,North St Andrew Street,Outside Tiles Cafe Bar,No,SB,0.00,0.00,CC,CC,
38,Brunel,St Andrew Square,Outside Portaloo,Yes,WB,0.00,0.00,CC,CC,
39,Topsy,St Andrew Square,Outsided Number 03 South Footway,Yes,WB,0.00,0.00,CC,CC,
40,Neopolitan,St Andrew Square,Opposite number 06 on Garden side,Yes,WB,0.00,0.00,CC,CC,
41,Derby Standard,St Andrew Square,Outside South West Gate,Yes,WB,0.00,0.00,CC,CC,
42,Neopolitan,St Andrew Square,Outside Number 12,Yes,NB,0.00,0.00,CC,CC,
43,Neopolitan,St Andrew Square,Opposite George Street,Yes,NB,0.00,0.00,CC,CC,
44,Neopolitan,St Andrew Square,Opposite George Street outside gardens,Yes,NB,0.00,0.00,CC,CC,
45,Neopolitan,St Andrew Square,Outside Scottish Life at Bus Stop,Yes,NB,0.00,0.00,CC,CC,
46,Neopolitan,St Andrew Square,Outside Scottish Life at Bus Stop,Yes,NB,0.00,0.00,CC,CC,
47,Neopolitan,St Andrew Square,Opposite Scottish Life,Yes,EB,0.00,0.00,CC,CC,
48,Neopolitan,North St David Street,Outside Royal London At Bus Stop,No,NB,0.00,0.00,CC,CC,
49,Neopolitan,North St David Street,Opposite Royal London,No,NB,0.00,0.00,CC,CC,
50,Neopolitan,North St David Street,Opposite Royal London,No,NB,0.00,0.00,CC,CC,
51,Neopolitan,North St David Street,Opposite Royal London,No,NB,0.00,0.00,CC,CC,
52,Neopolitan,St Andrew Square,Outside IBM.  NW Corner,Yes,EB,0.00,0.00,CC,CC,
53,Neopolitan,St Andrew Square,Outside 23 First State Investments,Yes,EB,0.00,0.00,CC,CC,
54,Neopolitan,St Andrew Square,Opposite 24 Outside gardens,Yes,EB,0.00,0.00,CC,CC,
55,Neopolitan,St Andrew Square,Outside number 25 on North side,Yes,EB,0.00,0.00,CC,CC,
57,Neopolitan,South St Andrew Street,Opposite Mcdonalds,Yes,NB,0.00,0.00,CC,CC,
58,Derby Bespoke,Princes Street 37,Outside number 24,Yes,EB,0.00,0.00,CC,CC,
59,Derby Bespoke,Princes Street 38,"Outside number 22, Hotel",Yes,EB,0.00,0.00,CC,CC,
62,Wheelie Bin,Princes Street 44,Outside Register House,Yes,EB,0.00,0.00,CC,CC,27/07/2012
65,Derby Double Slimline,Princes Street 47,Outside Balmoral Hotel,Yes,WB,0.00,0.00,CC,CC,04/01/2012
66,Derby Double Slimline,Princes Street 48,Outside Balmoral Hotel,Yes,WB,0.00,0.00,CC,CC,
67,Derby Double Slimline,Princes Street 49,Top of Waverly Steps,Yes,WB,0.00,0.00,CC,CC,04/01/2012
68,Derby Double Slimline,Princes Street 50,"Opposite number 18, North British Hotel",Yes,WB,0.00,0.00,CC,CC,04/01/2012
69,Derby Double Slimline,Princes Street 51,Opposite number 25 at Waverly Court,Yes,WB,0.00,0.00,CC,CC,04/01/2012
70,Derby Double Slimline,Princes Street 52,Opposite South St Andrew Street,Yes,WB,0.00,0.00,CC,CC,04/01/2012
71,Derby Double Slimline,Princes Street 53,Corner of Waverley Bridge,Yes,WB,0.00,0.00,CC,CC,04/01/2012
72,Wheelie Bin,Princes Street 54,At North of Waverley Bridge,Yes,WB,0.00,0.00,CC,CC,27/07/2012
74,Derby Bespoke,Princes Street 34,Outside number 46,Yes,EB,0.00,0.00,CC,CC,
75,Derby Bespoke,Princes Street 35,"Outside number 30, Burtons",Yes,EB,0.00,0.00,CC,CC,
76,Derby Bespoke,Princes Street 36,"Outside number 30, Burtons",Yes,EB,0.00,0.00,CC,CC,
77,Derby Bespoke,Princes Street 57,At Scott Monument,Yes,WB,0.00,0.00,CC,CC,04/01/2012
78,Derby Bespoke,Princes Street 58,"Opposite 51, Jenners",Yes,WB,0.00,0.00,CC,CC,04/01/2012
80,Derby Bespoke,Princes Street 33,"Outside number 54, M&S",Yes,EB,0.00,0.00,CC,CC,
81,Derby Bespoke,Princes Street 32,Outside number 62 M&S,Yes,EB,0.00,0.00,CC,CC,
83,Derby Bespoke,Princes Street 61,Opposite 64 BHS,Yes,WB,0.00,0.00,CC,CC,04/01/2012
84,Derby Bespoke,Princes Street 31,"Outside number 64, BHS",Yes,WB,0.00,0.00,CC,CC,
85,Derby Bespoke,Princes Street 62,Opposite 64 BHS,Yes,WB,0.00,0.00,CC,CC,04/01/2012
86,Derby Bespoke,Princes Street 30,"Outside number 71, Clinton Cards",Yes,EB,0.00,0.00,CC,CC,
88,Derby Bespoke,Princes Street 29,Outside number 79,Yes,EB,0.00,0.00,CC,CC,
89,Derby Bespoke,Princes Street 28,Outside number 83,Yes,EB,0.00,0.00,CC,CC,
90,Derby Bespoke,Princes Street 27,Outside number 89,Yes,EB,0.00,0.00,CC,CC,
91,Derby Bespoke,Princes Street 26,Outside number 95,Yes,EB,0.00,0.00,CC,CC,
93,Derby Bespoke,Princes Street 23,Outside number 93 Dorothy Perkins,Yes,EB,0.00,0.00,CC,CC,
94,Derby Bespoke,Princes Street 24,Outside number 91 Wallis,Yes,EB,0.00,0.00,CC,CC,
95,Derby Bespoke,Princes Street 65,"Opposite 91, M&S",Yes,WB,0.00,0.00,CC,CC,04/01/2012
96,Derby Bespoke,Princes Street 25,Outside number 98,Yes,EB,0.00,0.00,CC,CC,
97,Derby Bespoke,Princes Street 66,Opposite 97,Yes,WB,0.00,0.00,CC,CC,
98,Derby Bespoke,Princes Street 21,"Outside number 101, Boots",Yes,EB,0.00,0.00,CC,CC,
99,Derby Bespoke,Princes Street 20,"Outside number 104, Boots",Yes,EB,0.00,0.00,CC,CC,
100,Derby Bespoke,Princes Street 67,"Opposite 103, Boots",Yes,WB,0.00,0.00,CC,CC,04/01/2012
101,Derby Bespoke,Princes Street 19,Outside number 107,Yes,EB,0.00,0.00,CC,CC,
106,Derby Bespoke,Princes Street 68,Opposite 106 at entrance to Gardens,Yes,WB,0.00,0.00,CC,CC,04/01/2012
107,Derby Bespoke,Princes Street 69,Opposite 108 at entrance to gardens,Yes,WB,0.00,0.00,CC,CC,04/01/2012
108,Derby Bespoke,Princes Street 71,Opposite 117,Yes,WB,0.00,0.00,CC,CC,04/01/2012
109,Derby Bespoke,Princes Street 70,"Opposite 115, Debenhams",Yes,WB,0.00,0.00,CC,CC,04/01/2012
110,Derby Bespoke,Princes Street 72,Opposite Castle Street,Yes,WB,0.00,0.00,CC,CC,04/01/2012
111,Derby Bespoke,Princes Street 73,Opposite 118,Yes,WB,0.00,0.00,CC,CC,04/01/2012
112,Derby Bespoke,Princes Street 74,Opposite 119,Yes,WB,0.00,0.00,CC,CC,04/01/2012
113,Derby Bespoke,Princes Street 14,Outside number 118 on corner of Castle Street,Yes,EB,0.00,0.00,CC,CC,
115,Derby Bespoke,Princes Street 11,Outside number 120,Yes,EB,0.00,0.00,CC,CC,
116,Derby Bespoke,Princes Street 75,"Opposite 180, O2",Yes,WB,0.00,0.00,CC,CC,04/01/2012
118,Derby Bespoke,Princes Street 09,Outside number 184,Yes,EB,0.00,0.00,CC,CC,
119,Derby Bespoke,Princes Street 76,Opposite 181,Yes,WB,0.00,0.00,CC,CC,04/01/2012
120,Derby Bespoke,Princes Street 08,"Outside number 185, Zawi",Yes,EB,0.00,0.00,CC,CC,
121,Derby Bespoke,Princes Street 77,"Opposite 184, Zawi",Yes,WB,0.00,0.00,CC,CC,04/01/2012
122,Derby Bespoke,Princes Street 78,"Opposite 131, HMV",Yes,WB,0.00,0.00,CC,CC,04/01/2012
123,Derby Bespoke,Princes Street 07,Outside number 134,Yes,EB,0.00,0.00,CC,CC,
124,Derby Bespoke,Princes Street 08,Outside number 131,Yes,EB,0.00,0.00,CC,CC,
129,Neopolitan,Princes Street 02,Outside 141 At Bank,Yes,EB,0.00,0.00,CC,CC,
130,Derby Bespoke,Princes Street 79,Outside St John's Church,Yes,WB,0.00,0.00,CC,CC,04/01/2012
131,Derby Auto Slimline,Lothian Road,Outside Church opposite Caledonian Hotel,No,SB,0.00,0.00,CC,CC,
132,Derby Auto Slimline,Lothian Road,At bus stop opposite Caledonian Hotel,No,SB,0.00,0.00,CC,CC,
134,Derby Auto Slimline,Lothian Road,Outsid Filmhouse,No,NB,0.00,0.00,CC,CC,
135,Derby Auto Slimline,Lothian Road,Outside Nail and Beuty Shop,No,NB,0.00,0.00,South West,Fountainbridge/Craiglockhart,
137,Neopolitan,Kings Stables Road,On junction of Lothian Road,No,EB,0.00,0.00,CC,CC,
138,Derby Double Slimline,Rose Street 10,Outside Master Taylor opposite 113,No,WB,0.00,0.00,CC,CC,
139,Derby Double Slimline,Rose Street 11,Outside Hi Fi corner at 121b,No,WB,0.00,0.00,CC,CC,
141,Derby Double Slimline,Rose Street,Outside Mussel Inn at 61,No,WB,0.00,0.00,CC,CC,
142,Derby Double Slimline,Rose Street 06,Outside Rose Street Brewery. No 57,No,WB,0.00,0.00,CC,CC,
143,Derby Double Slimline,Rose Street 08,Outside Bradford and Binley at Frederick Street,No,WB,0.00,0.00,CC,CC,
144,Derby Double Slimline,Rose Street 09,Outside Citadel at 93,No,WB,0.00,0.00,CC,CC,
145,Derby Double Slimline,Rose Street 12,Outside Hi Fi Corner at 121b,No,WB,0.00,0.00,CC,CC,
146,Derby Double Slimline,Rose Street 13,Opposite Ruan Mai,No,WB,0.00,0.00,CC,CC,
147,Derby Double Slimline,Rose Street 14,Outside number 133,No,WB,0.00,0.00,CC,CC,
148,Derby Double Slimline,Rose Street 15,"Outside number 148, Telephone exchange",No,WB,0.00,0.00,CC,CC,
149,Derby Double Slimline,Rose Street 16,Outside number 180,No,WB,0.00,0.00,CC,CC,
150,Derby Double Slimline,Rose Street 17,Outside number 181,No,WB,0.00,0.00,CC,CC,
151,Derby Double Slimline,Rose Street 18,At rear of Roxburgh Hotel,No,WB,0.00,0.00,CC,CC,
152,Topsy,Castle Street,Outside number 09,Yes,SB,0.00,0.00,CC,CC,
154,Topsy,Castle Street,Outside number 20,Yes,SB,0.00,0.00,CC,CC,
156,Topsy,Castle Street,Outside number 21,Yes,SB,0.00,0.00,CC,CC,
157,Topsy,Castle Street,Outside number 33,Yes,SB,0.00,0.00,CC,CC,
158,Topsy,Castle Street,Outside number 26,Yes,NB,0.00,0.00,CC,CC,
159,Topsy,Castle Street,Outside number 34,Yes,NB,0.00,0.00,CC,CC,
161,Wheelie Bin,North Bridge,Bus stop opposite Hotel,No,SB,0.00,0.00,CC,CC,27/07/2012
162,Wheelie Bin,North Bridge,Bus stop after Scotsman Hotel,No,NB,0.00,0.00,CC,CC,27/07/2012
163,Wheelie Bin,North Bridge,Bus stop,No,SB,0.00,0.00,CC,CC,27/07/2012
164,Wheelie Bin,North Bridge,At bus Stop,No,NB,0.00,0.00,CC,CC,27/07/2012
165,Wheelie Bin,North Bridge,At bus stop,No,SB,0.00,0.00,CC,CC,27/07/2012
166,Derby Bespoke,Princes Street 45,Outside Register House,Yes,EB,0.00,0.00,CC,CC,
167,Derby Bespoke,Princes Street 46,Outside Register House,Yes,EB,0.00,0.00,CC,CC,
168,Neopolitan,Leith Street,Foot of steps at St James Centre,Yes,NB,0.00,0.00,CC,CC,18/04/2012
169,Amberol,Leith Street,Outside Access point,Yes,SB,0.00,0.00,CC,CC,
170,Amberol,Leith Street,Outside Thisle Hotel,Yes,NB,0.00,0.00,CC,CC,
171,Amberol,Leith Street,Outside Deli Fresco,Yes,SB,0.00,0.00,CC,CC,
173,Topsy,Leith Street,Bus stop outside John Lewis,Yes,NB,0.00,0.00,CC,CC,
174,Topsy,Leith Street,Bus stop opposite John Lewis,Yes,SB,0.00,0.00,CC,CC,
175,Amberol,Leith Street,At crossining outside John Lewis,Yes,NB,0.00,0.00,CC,CC,
177,Neopolitan,Mound Plaza,North East,No,NB,0.00,0.00,CC,CC,
178,Neopolitan,Mound Plaza,East centre,No,NB,0.00,0.00,CC,CC,
179,Neopolitan,Mound Plaza,South East,No,NB,0.00,0.00,CC,CC,
180,Neopolitan,Mound Plaza,North West,No,NB,0.00,0.00,CC,CC,
181,Neopolitan,Mound Plaza,West Centre,No,NB,0.00,0.00,CC,CC,
182,Neopolitan,Mound Plaza,South West,No,NB,0.00,0.00,CC,CC,
183,Neopolitan,Kings Stables Road,Opposite Depot entrance at KSR,Yes,EB,0.00,0.00,CC,CC,
184,Neopolitan,Kings Stables Road,Opposite number 06,Yes,EB,0.00,0.00,CC,CC,
185,Neopolitan,Teviot Place,Opposite Hewats,Yes,WB,0.00,0.00,South,Southside/Newington,
186,Derby Double Slimline,Teviot Place,Outside Hewats,Yes,WB,0.00,0.00,CC,CC,
187,Derby Double Slimline,Teviot Place,Outside Salut next to Chip shop,Yes,WB,0.00,0.00,CC,CC,
188,Derby Double Slimline,Forrest Road,"Outside No 32, Doctors",Yes,NB,0.00,0.00,CC,CC,
189,Derby Double Slimline,Forrest Road,Outside Greggs,No,NB,0.00,0.00,CC,CC,
190,Derby Double Slimline,Forrest Road,Outside Oddfellows,Yes,NB,0.00,0.00,CC,CC,
191,Derby Double Slimline,Forrest Road,On corner of Forrest Hill,Yes,NB,0.00,0.00,CC,CC,
192,Derby Double Slimline,Forrest Road,Outside Monster Mash,Yes,NB,0.00,0.00,CC,CC,
193,Derby Double Slimline,Forrest Road,Outside Indian Take away,Yes,NB,0.00,0.00,CC,CC,
195,Neopolitan,Candlemaker Row,On corner of Merchant Street opposite Number 1,Yes,NB,0.00,0.00,CC,CC,
196,Neopolitan,Candlemaker Row,On corner of Merchant street outside number 1,Yes,NB,0.00,0.00,CC,CC,
197,Derby Double Slimline,Candlemaker Row,Outside Budget backpackers,Yes,NB,0.00,0.00,CC,CC,
198,Derby Double Slimline,Grassmarket,,Yes,WB,0.00,0.00,CC,CC,
214,Derby Double Slimline,George Street 12,Outside Capital Building,Yes,WB,0.00,0.00,CC,CC,
215,Derby Double Slimline,George Street 13,Outside number 10,Yes,WB,0.00,0.00,CC,CC,
216,Derby Double Slimline,George Street 14,Outside the Dome,Yes,WB,0.00,0.00,CC,CC,
217,Derby Double Slimline,George Street 15,Outside The Dome,Yes,WB,0.00,0.00,CC,CC,
218,Derby Double Slimline,George Street 10,Outside George Hotel,Yes,EB,0.00,0.00,CC,CC,
219,Derby Double Slimline,George Street 16,Outside number 24,Yes,WB,0.00,0.00,CC,CC,
220,Derby Double Slimline,George Street 09,Outside number 29 All Bar One,Yes,EB,0.00,0.00,CC,CC,
221,Derby Double Slimline,George Street 17,At junction of Hanover Streey,Yes,WB,0.00,0.00,CC,CC,
223,Derby Double Slimline,George Street 19,Outside number 42,Yes,WB,0.00,0.00,CC,CC,
224,Derby Double Slimline,George Street 18,Outside number 38,Yes,WB,0.00,0.00,CC,CC,
225,Derby Double Slimline,George Street 20,Outside number 52,Yes,WB,0.00,0.00,CC,CC,
226,Derby Double Slimline,George Street 08,Outside number 55 Britania Building Society,Yes,EB,0.00,0.00,CC,CC,
228,Derby Double Slimline,George Street 21,Outside number 58,Yes,WB,0.00,0.00,CC,CC,
229,Derby Double Slimline,George Street 23,Outside number 70,Yes,WB,0.00,0.00,CC,CC,
230,Derby Double Slimline,George Street 07,Outside number 69a American Express,Yes,EB,0.00,0.00,CC,CC,
231,Derby Double Slimline,George Street 24,Outside number 74,Yes,WB,0.00,0.00,CC,CC,
232,Derby Double Slimline,George Street 06,Outside number 71 Nationwide,Yes,EB,0.00,0.00,CC,CC,
233,Derby Double Slimline,George Street 25,Outside number 82,Yes,WB,0.00,0.00,CC,CC,
235,Derby Double Slimline,George Street 26,Outside number 100,Yes,WB,0.00,0.00,CC,CC,
236,Derby Double Slimline,George Street 05,Outside number 101,Yes,EB,0.00,0.00,CC,CC,
237,Derby Double Slimline,George Street 27,Outside number 104 the Pier,Yes,WB,0.00,0.00,CC,CC,
238,Derby Double Slimline,George Street 04,Outside number 107 Lime Blue,Yes,EB,0.00,0.00,CC,CC,
239,Derby Double Slimline,George Street 28,Outside number 108,Yes,WB,0.00,0.00,CC,CC,
240,Derby Double Slimline,George Street 03,Outside number 111 RBS,Yes,EB,0.00,0.00,CC,CC,
241,Derby Double Slimline,George Street,Outside number 116,Yes,WB,0.00,0.00,CC,CC,
242,Derby Double Slimline,George Street 02,Outside number 121,Yes,EB,0.00,0.00,CC,CC,
244,Derby Double Slimline,George Street 01,Outside number 143 North America Travel,Yes,EB,0.00,0.00,CC,CC,
245,Neopolitan,Charlote Square,Outside number 30,Yes,WB,0.00,0.00,CC,CC,
246,Neopolitan,Charlote Square,Outside number 24,Yes,WB,0.00,0.00,CC,CC,
248,Neopolitan,Charlote Square,Outside Orvis Tackle Shop,Yes,WB,0.00,0.00,CC,CC,
249,Neopolitan,Charlote Square,Outside number 18,Yes,NB,0.00,0.00,CC,CC,
250,Neopolitan,Charlote Square,Opposite number 18,Yes,NB,0.00,0.00,CC,CC,
251,Neopolitan,Charlote Square,Outside West Register House,Yes,NB,0.00,0.00,CC,CC,
252,Neopolitan,Charlote Square,Opposite West Register House,Yes,NB,0.00,0.00,CC,CC,
253,Neopolitan,Charlote Square,Opposite number 09,Yes,EB,0.00,0.00,CC,CC,
255,Neopolitan,Glenfinlas Street,Outside number 04,Yes,NB,0.00,0.00,CC,CC,
256,Neopolitan,Glenfinlas Street,Opposite number 04,Yes,NB,0.00,0.00,CC,CC,03/12/2011
257,Neopolitan,Glenfinlas Street,Outside number 12,Yes,NB,0.00,0.00,CC,CC,
258,Neopolitan,St Colme Street,Outside number 01 at crossing,Yes,EB,0.00,0.00,CC,CC,
259,Neopolitan,Queen Street 16,Outside number 09,Yes,EB,0.00,0.00,CC,CC,23/07/2011
260,Neopolitan,Queen Street 15,Outside number 77,Yes,WB,0.00,0.00,CC,CC,
262,Neopolitan,Queen Street 17,Opposite number 63,Yes,WB,0.00,0.00,CC,CC,
263,Neopolitan,Queen Street 13,Outside number 58,Yes,WB,0.00,0.00,CC,CC,06/08/2011
264,Neopolitan,Queen Street 12,Outside number 54,Yes,WB,0.00,0.00,CC,CC,
265,Neopolitan,Queen Street  11,Outside number 49,Yes,WB,0.00,0.00,CC,CC,
266,Neopolitan,Queen Street 10,Outside number 43,Yes,WB,0.00,0.00,CC,CC,
267,Neopolitan,Queen Street 09,Outside number 37,Yes,WB,0.00,0.00,CC,CC,
268,Neopolitan,Queen Street 18,Opposite number 37,Yes,EB,0.00,0.00,CC,CC,
269,Neopolitan,Queen Street 08,Outside number 29,Yes,WB,0.00,0.00,CC,CC,
271,Neopolitan,Queen Street 07,Outside number 23,Yes,WB,0.00,0.00,CC,CC,
272,Neopolitan,Queen Street 06,Outside number 18,Yes,WB,0.00,0.00,CC,CC,
273,Neopolitan,Queen Street 19,Opposite number 18,Yes,EB,0.00,0.00,CC,CC,
274,Neopolitan,Queen Street 05,Outside number 14,Yes,WB,0.00,0.00,CC,CC,
276,Neopolitan,Queen Street 04,Outside number 09,Yes,WB,0.00,0.00,CC,CC,18/04/2012
277,Neopolitan,Queen Street 20,Opposite number 09,Yes,WB,0.00,0.00,CC,CC,
278,Neopolitan,Queen Street 03,Outside number 02,Yes,WB,0.00,0.00,CC,CC,
279,Neopolitan,Queen Street 21,Opposite number 02,Yes,EB,0.00,0.00,CC,CC,
280,Neopolitan,Queen Street 02,Scottish National Portrait Gallery,Yes,WB,0.00,0.00,CC,CC,
281,Neopolitan,Queen Street 01,Scottish National Portrait Gallery,Yes,WB,0.00,0.00,CC,CC,
282,Neopolitan,York Place,Outside number 6,Yes,EB,0.00,0.00,CC,CC,
283,Neopolitan,York Place,Outside number 3,Yes,WB,0.00,0.00,CC,CC,
284,Neopolitan,York Place,Outside number 12,Yes,EB,0.00,0.00,CC,CC,
285,Neopolitan,York Place,Outside number 9,Yes,WB,0.00,0.00,CC,CC,
288,Neopolitan,York Place,Outside number 42,Yes,EB,0.00,0.00,CC,CC,
289,Neopolitan,York Place,Outside number 45,Yes,WB,0.00,0.00,CC,CC,
290,Neopolitan,York Place,At bus stop outside Church,Yes,EB,0.00,0.00,CC,CC,
291,Neopolitan,York Place,Opposite number 63,Yes,EB,0.00,0.00,CC,CC,
292,Derby Double Slimline,Picardy Place,Outside number 2 THE sTREET,Yes,EB,0.00,0.00,CC,CC,
293,Amberol,Picardy Place,Outside number 12,Yes,EB,0.00,0.00,CC,CC,
294,Amberol,Picardy Place,Outside number 16 Holiday Inn,Yes,EB,0.00,0.00,CC,CC,
295,Derby Double Slimline,Union Place,Outside Holiday Inn,Yes,NB,0.00,0.00,CC,CC,
301,Amberol,Greenside Place,At crossing outside Playhouse,Yes,SB,0.00,0.00,CC,CC,
302,Topsy,Greenside Place,At start of railings,Yes,SB,0.00,0.00,CC,CC,
304,Neopolitan,Leith Street,St Marys Catheral,Yes,NB,0.00,0.00,CC,CC,
305,Neopolitan,Leith Street,St Marys Catheral,Yes,NB,0.00,0.00,CC,CC,
306,Neopolitan,Leith Street,Police box at Cathederal,Yes,EB,0.00,0.00,CC,CC,
308,Neopolitan,Waterloo Place,Outside number 04,Yes,EB,0.00,0.00,CC,CC,
310,Derby Slimline,Waterloo Place,Opposite number 04,Yes,WB,0.00,0.00,CC,CC,
312,Derby Slimline,Waterloo Place,After bus stop B,Yes,WB,0.00,0.00,CC,CC,
314,Derby Slimline,Waterloo Place,After bus stop C,Yes,WB,0.00,0.00,CC,CC,
315,Derby Slimline,Waterloo Place,After bus stop D,Yes,WB,0.00,0.00,CC,CC,
318,Neopolitan,Waterloo Place,Outside number 25,Yes,EB,0.00,0.00,CC,CC,
319,Neopolitan,Waterloo Place,Outside Howie's restaurant,Yes,EB,0.00,0.00,CC,CC,
320,Derby Standard,Regent Road,Foot of steps to Calton Hill,Yes,EB,0.00,0.00,CC,CC,
321,Derby Standard,Regent Road,Opposite St Andrew's House,No,EB,0.00,0.00,CC,CC,
322,Derby Standard,Waterloo Place,Opposite St Andrew's House,No,EB,0.00,0.00,CC,CC,
323,Derby Slimline,Regent Road,Before St Andrew House,Yes,WB,0.00,0.00,CC,CC,
324,Derby Slimline,Regent Road,At Burns Monument,Yes,WB,0.00,0.00,CC,CC,
325,Derby Slimline,Regent Road,Bin before Burns Monument,Yes,WB,0.00,0.00,CC,CC,
326,Derby Slimline,Regent Road,Outside Park,Yes,WB,0.00,0.00,CC,CC,
327,Derby Slimline,Regent Road,Before Calton terrace Brae,Yes,EB,0.00,0.00,CC,CC,
328,Derby Double Slimline,Abbeyhill,At coach park outside Palace,Yes,NB,0.00,0.00,CC,CC,
329,Derby Double Slimline,Abbeyhill,At coach park for Palace against wall,Yes,NB,0.00,0.00,CC,CC,
330,Derby Slimline,Abbeyhill,Outside number 61,Yes,EB,0.00,0.00,CC,CC,
332,Neopolitan,Cannongate,Outside number 7,Yes,EB,0.00,0.00,CC,CC,
333,Neopolitan,Cannongate,Outside Whiford House,Yes,EB,0.00,0.00,CC,CC,
334,Neopolitan,Cannongate,At bus stop near number 78,Yes,WB,0.00,0.00,CC,CC,
335,Neopolitan,Cannongate,outside Whitefoord House,Yes,EB,0.00,0.00,CC,CC,05/08/2011
336,Neopolitan,Cannongate,outside Jenny Ha's PH,Yes,EB,0.00,0.00,CC,CC,05/08/2011
337,Neopolitan,Cannongate,Outside Royal Mile Primary School,Yes,WB,0.00,0.00,CC,CC,
338,Neopolitan,Cannongate,Outside Starbucks,Yes,WB,0.00,0.00,CC,CC,
339,Neopolitan,Cannongate,Outside St Cuthberts Church,Yes,EB,0.00,0.00,CC,CC,
340,Neopolitan,Cannongate,Top of Bakehouse Close,Yes,WB,0.00,0.00,CC,CC,
341,Neopolitan,Cannongate,Peoples Story Museum,Yes,EB,0.00,0.00,CC,CC,
342,Neopolitan,Cannongate,"Outside number 162, Cetic Crafts and Knitwear",Yes,WB,0.00,0.00,CC,CC,
343,Neopolitan,Cannongate,Outside number 175,Yes,EB,0.00,0.00,CC,CC,
344,Neopolitan,Cannongate,Outside number 229,Yes,EB,0.00,0.00,CC,CC,
345,Neopolitan,Cannongate,At top of St John's Street,Yes,WB,0.00,0.00,CC,CC,
346,Neopolitan,Cannongate,Outside number 253,Yes,EB,0.00,0.00,CC,CC,
347,Neopolitan,Cannongate,Up from the Cannongate pub,Yes,WB,0.00,0.00,CC,CC,
348,Neopolitan,Cannongate,"Outside number 271, Cranston House",Yes,EB,0.00,0.00,CC,CC,
349,Neopolitan,Cannongate,"Outside number 268, White Horse",Yes,WB,0.00,0.00,CC,CC,
350,Derby Double Slimline,High Street,At Worlds end close,Yes,WB,0.00,0.00,CC,CC,
351,Derby Double Slimline,High Street,Outside number 65,Yes,EB,0.00,0.00,CC,CC,
354,Derby Double Slimline,High Street,"Outside number 151 PDSA, Opposite top of Blackfriars street",Yes,EB,0.00,0.00,CC,CC,
355,Derby Double Slimline,High Street,at taxi rank,Yes,WB,0.00,0.00,CC,CC,05/08/2011
356,Derby Double Slimline,High Street,"Outside Hector Russel, Opposite Blair Street",Yes,EB,0.00,0.00,CC,CC,
357,Derby Double Slimline,High Street,Beside Police box at Tron Kirk,Yes,NB,0.00,0.00,CC,CC,
358,Derby Double Slimline,Hunter Square,Ouside Apex Hotel,Yes,NB,0.00,0.00,CC,CC,
359,Derby Double Slimline,Hunter Square,Against Tron Kirk rear wall,Yes,NB,0.00,0.00,CC,CC,
360,Derby Double Slimline,Hunter Square,At seating area,Yes,NB,0.00,0.00,CC,CC,
361,Derby Double Slimline,Hunter Square,At Tron near South Bridge,Yes,NB,0.00,0.00,CC,CC,
362,Derby Double Slimline,High Street,Outside Starbucks Coffee,Yes,WB,0.00,0.00,CC,CC,
363,Derby Double Slimline,High Street,Outside number 213 before Cockburn Street,Yes,EB,0.00,0.00,CC,CC,
